team,year,won,lost,tied,notes,scorecard_name
Holy_Cross,1964,5,5,NA,,College of the Holy Cross
Holy_Cross,1963,2,6,1,,College of the Holy Cross
Holy_Cross,1962,6,4,NA,,College of the Holy Cross
Holy_Cross,1961,7,3,NA,,College of the Holy Cross
Holy_Cross,1960,6,4,NA,,College of the Holy Cross
Holy_Cross,1959,6,4,NA,,College of the Holy Cross
Holy_Cross,1958,6,3,NA,,College of the Holy Cross
Holy_Cross,1957,5,3,1,,College of the Holy Cross
Holy_Cross,1956,5,3,1,,College of the Holy Cross
Holy_Cross,1955,6,4,NA,,College of the Holy Cross
Holy_Cross,1954,3,7,NA,,College of the Holy Cross
Holy_Cross,1953,5,5,NA,,College of the Holy Cross
Holy_Cross,1952,8,2,NA,,College of the Holy Cross
Holy_Cross,1951,8,2,NA,,College of the Holy Cross
Holy_Cross,1950,4,5,1,,College of the Holy Cross
Holy_Cross,1949,1,9,NA,,College of the Holy Cross
Holy_Cross,1948,5,5,NA,,College of the Holy Cross
Holy_Cross,1947,4,4,2,,College of the Holy Cross
Holy_Cross,1946,5,4,NA,,College of the Holy Cross
Holy_Cross,1945,8,2,NA,,College of the Holy Cross
Holy_Cross,1944,5,2,2,,College of the Holy Cross
Holy_Cross,1943,6,2,NA,,College of the Holy Cross
Holy_Cross,1942,5,4,1,,College of the Holy Cross
Holy_Cross,1941,4,4,2,,College of the Holy Cross
Holy_Cross,1940,4,5,1,,College of the Holy Cross
Holy_Cross,1939,7,2,NA,,College of the Holy Cross
Holy_Cross,1938,8,1,NA,,College of the Holy Cross
Holy_Cross,1937,8,0,2,,College of the Holy Cross
Holy_Cross,1936,7,2,1,,College of the Holy Cross
Holy_Cross,1935,9,0,1,,College of the Holy Cross
Holy_Cross,1934,8,2,NA,,College of the Holy Cross
Holy_Cross,1933,7,2,NA,,College of the Holy Cross
Holy_Cross,1932,6,2,2,,College of the Holy Cross
Holy_Cross,1931,7,2,1,,College of the Holy Cross
Holy_Cross,1930,8,2,NA,,College of the Holy Cross
Holy_Cross,1929,6,4,NA,,College of the Holy Cross
Holy_Cross,1928,5,3,2,,College of the Holy Cross
Holy_Cross,1927,6,3,NA,,College of the Holy Cross
Holy_Cross,1926,7,1,2,,College of the Holy Cross
Holy_Cross,1925,8,2,NA,,College of the Holy Cross
Holy_Cross,1924,7,1,1,,College of the Holy Cross
Holy_Cross,1923,8,2,NA,,College of the Holy Cross
Holy_Cross,1922,7,2,1,,College of the Holy Cross
Holy_Cross,1921,5,3,NA,,College of the Holy Cross
Holy_Cross,1920,5,3,NA,,College of the Holy Cross
Holy_Cross,1919,5,3,NA,,College of the Holy Cross
Holy_Cross,1918,2,0,NA,,College of the Holy Cross
Holy_Cross,1917,3,4,NA,,College of the Holy Cross
Holy_Cross,1916,4,5,NA,,College of the Holy Cross
Holy_Cross,1915,3,3,2,,College of the Holy Cross
Holy_Cross,1914,2,5,1,,College of the Holy Cross
Holy_Cross,1913,3,6,NA,,College of the Holy Cross
Holy_Cross,1912,4,3,1,,College of the Holy Cross
Holy_Cross,1911,4,5,NA,,College of the Holy Cross
Holy_Cross,1910,3,3,2,,College of the Holy Cross
Holy_Cross,1909,2,3,3,,College of the Holy Cross
Holy_Cross,1908,4,4,NA,,College of the Holy Cross
Holy_Cross,1907,1,7,2,,College of the Holy Cross
Holy_Cross,1906,4,3,1,,College of the Holy Cross
Holy_Cross,1905,6,3,NA,,College of the Holy Cross
Holy_Cross,1904,2,5,2,,College of the Holy Cross
Holy_Cross,1903,8,2,NA,,College of the Holy Cross
Holy_Cross,1902,6,2,1,,College of the Holy Cross
Holy_Cross,1901,7,1,1,,College of the Holy Cross
Holy_Cross,1900,5,3,1,,College of the Holy Cross
Holy_Cross,1899,5,5,NA,,College of the Holy Cross
Holy_Cross,1898,5,4,1,,College of the Holy Cross
Holy_Cross,1897,4,3,1,,College of the Holy Cross
Holy_Cross,1896,2,2,2,,College of the Holy Cross
Houston,2023,4,8,NA,,University of Houston
Houston,2022,8,5,NA,,University of Houston
Houston,2021,12,2,NA,,University of Houston
Houston,2020,3,5,NA,,University of Houston
Houston,2019,4,8,NA,,University of Houston
Houston,2018,8,5,NA,,University of Houston
Houston,2017,7,5,NA,(UTSA-Houston canceled due to hurricane Harvey),University of Houston
Houston,2016,9,4,NA,,University of Houston
Houston,2015,13,1,NA,,University of Houston
Houston,2014,8,5,NA,,University of Houston
Houston,2013,8,5,NA,,University of Houston
Houston,2012,5,7,NA,,University of Houston
Houston,2011,13,1,NA,,University of Houston
Houston,2010,5,7,NA,,University of Houston
Houston,2009,10,4,NA,,University of Houston
Houston,2008,8,5,NA,,University of Houston
Houston,2007,8,5,NA,,University of Houston
Houston,2006,10,4,NA,,University of Houston
Houston,2005,6,6,NA,,University of Houston
Houston,2004,3,8,NA,,University of Houston
Houston,2003,7,6,NA,,University of Houston
Houston,2002,5,7,NA,,University of Houston
Houston,2001,0,11,NA,,University of Houston
Houston,2000,3,8,NA,,University of Houston
Houston,1999,7,4,NA,,University of Houston
Houston,1998,3,8,NA,,University of Houston
Houston,1997,3,8,NA,,University of Houston
Houston,1996,7,5,NA,,University of Houston
Houston,1995,2,9,NA,,University of Houston
Houston,1994,1,10,NA,,University of Houston
Houston,1993,1,9,1,,University of Houston
Houston,1992,4,7,NA,,University of Houston
Houston,1991,4,7,NA,,University of Houston
Houston,1990,10,1,NA,,University of Houston
Houston,1989,9,2,NA,,University of Houston
Houston,1988,9,3,NA,,University of Houston
Houston,1987,4,6,1,,University of Houston
Houston,1986,1,10,NA,,University of Houston
Houston,1985,4,7,NA,,University of Houston
Houston,1984,7,5,NA,,University of Houston
Houston,1983,4,7,NA,,University of Houston
Houston,1982,5,5,1,,University of Houston
Houston,1981,7,4,1,,University of Houston
Houston,1980,7,5,NA,,University of Houston
Houston,1979,11,1,NA,,University of Houston
Houston,1978,9,3,NA,,University of Houston
Houston,1977,6,5,NA,,University of Houston
Houston,1976,10,2,NA,,University of Houston
Houston,1975,2,8,NA,,University of Houston
Houston,1974,8,3,1,,University of Houston
Houston,1973,11,1,NA,,University of Houston
Houston,1972,6,4,1,,University of Houston
Houston,1971,9,3,NA,,University of Houston
Houston,1970,8,3,NA,,University of Houston
Houston,1969,9,2,NA,,University of Houston
Houston,1968,6,2,2,,University of Houston
Houston,1967,7,3,NA,,University of Houston
Houston,1966,8,2,NA,,University of Houston
Houston,1965,4,5,1,,University of Houston
Houston,1964,2,6,1,,University of Houston
Houston,1963,2,8,NA,,University of Houston
Houston,1962,7,4,NA,,University of Houston
Houston,1961,5,4,1,,University of Houston
Houston,1960,6,4,NA,,University of Houston
Houston,1959,3,7,NA,,University of Houston
Houston,1958,5,4,NA,,University of Houston
Houston,1957,5,4,1,,University of Houston
Houston,1956,7,2,1,,University of Houston
Houston,1955,6,4,NA,,University of Houston
Houston,1954,5,5,NA,,University of Houston
Houston,1953,4,4,1,,University of Houston
Houston,1952,8,2,NA,,University of Houston
Houston,1951,6,5,NA,,University of Houston
Houston,1950,4,6,NA,,University of Houston
Houston,1949,5,4,1,,University of Houston
Houston,1948,5,6,NA,,University of Houston
Houston,1947,3,8,NA,,University of Houston
Houston,1946,4,6,NA,,University of Houston
Idaho,2023,9,4,NA,(I-AA play not counted),University of Idaho
Idaho,2022,7,5,NA,(I-AA play not counted),University of Idaho
Idaho,2021,4,7,NA,(I-AA play not counted),University of Idaho
Idaho,2020,0,0,NA,(Did not play due to the pandemic),University of Idaho
Idaho,2019,5,7,NA,(I-AA play not counted),University of Idaho
Idaho,2018,4,7,NA,(I-AA play not counted),University of Idaho
Idaho,2017,4,8,NA,,University of Idaho
Idaho,2016,9,4,NA,,University of Idaho
Idaho,2015,4,8,NA,,University of Idaho
Idaho,2014,1,10,NA,,University of Idaho
Idaho,2013,1,11,NA,,University of Idaho
Idaho,2012,1,11,NA,,University of Idaho
Idaho,2011,2,10,NA,,University of Idaho
Idaho,2010,6,7,NA,,University of Idaho
Idaho,2009,8,5,NA,,University of Idaho
Idaho,2008,2,10,NA,,University of Idaho
Idaho,2007,1,11,NA,,University of Idaho
Idaho,2006,4,8,NA,,University of Idaho
Idaho,2005,2,9,NA,,University of Idaho
Idaho,2004,3,9,NA,,University of Idaho
Idaho,2003,3,9,NA,,University of Idaho
Idaho,2002,2,10,NA,,University of Idaho
Idaho,2001,1,10,NA,,University of Idaho
Idaho,2000,5,6,NA,,University of Idaho
Idaho,1999,7,4,NA,,University of Idaho
Idaho,1998,9,3,NA,,University of Idaho
Idaho,1997,5,6,NA,,University of Idaho
Idaho,1996,6,5,NA,,University of Idaho
Idaho,1995,6,5,NA,(I-AA play not counted),University of Idaho
Idaho,1994,9,2,NA,(I-AA play not counted),University of Idaho
Idaho,1993,11,3,NA,(I-AA play not counted),University of Idaho
Idaho,1992,9,3,NA,(I-AA play not counted),University of Idaho
Idaho,1991,6,5,NA,(I-AA play not counted),University of Idaho
Idaho,1990,9,4,NA,(I-AA play not counted),University of Idaho
Idaho,1989,9,3,NA,(I-AA play not counted),University of Idaho
Idaho,1988,11,2,NA,(I-AA play not counted),University of Idaho
Idaho,1987,9,3,NA,(I-AA play not counted),University of Idaho
Idaho,1986,8,4,NA,(I-AA play not counted),University of Idaho
Idaho,1985,9,3,NA,(I-AA play not counted),University of Idaho
Idaho,1984,6,5,NA,(I-AA play not counted),University of Idaho
Idaho,1983,8,3,NA,(I-AA play not counted),University of Idaho
Idaho,1982,9,4,NA,(I-AA play not counted),University of Idaho
Idaho,1981,3,8,NA,(I-AA play not counted),University of Idaho
Idaho,1980,6,5,NA,(I-AA play not counted),University of Idaho
Idaho,1979,4,7,NA,(I-AA play not counted),University of Idaho
Idaho,1978,2,9,NA,(I-AA play not counted),University of Idaho
Idaho,1977,3,8,NA,,University of Idaho
Idaho,1976,7,4,NA,,University of Idaho
Idaho,1975,4,5,2,,University of Idaho
Idaho,1974,2,8,1,,University of Idaho
Idaho,1973,4,7,NA,,University of Idaho
Idaho,1972,4,7,NA,,University of Idaho
Idaho,1971,8,3,NA,,University of Idaho
Idaho,1970,3,8,NA,,University of Idaho
Idaho,1969,2,8,NA,,University of Idaho
Idaho,1968,6,4,NA,,University of Idaho
Idaho,1967,5,5,NA,,University of Idaho
Idaho,1966,4,6,NA,,University of Idaho
Idaho,1965,5,5,NA,,University of Idaho
Idaho,1964,4,6,NA,,University of Idaho
Idaho,1963,5,4,NA,,University of Idaho
Idaho,1962,2,6,1,,University of Idaho
Idaho,1961,2,7,NA,,University of Idaho
Idaho,1960,1,9,NA,,University of Idaho
Idaho,1959,1,9,NA,,University of Idaho
Idaho,1958,4,5,NA,,University of Idaho
Idaho,1957,4,4,1,,University of Idaho
Idaho,1956,4,5,NA,,University of Idaho
Idaho,1955,2,7,NA,,University of Idaho
Idaho,1954,4,5,NA,,University of Idaho
Idaho,1953,1,8,NA,,University of Idaho
Idaho,1952,4,4,1,,University of Idaho
Idaho,1951,2,7,NA,,University of Idaho
Idaho,1950,3,5,1,,University of Idaho
Idaho,1949,3,5,NA,,University of Idaho
Idaho,1948,3,6,NA,,University of Idaho
Idaho,1947,4,4,NA,,University of Idaho
Idaho,1946,1,8,NA,,University of Idaho
Idaho,1945,1,7,NA,,University of Idaho
Idaho,1942,3,7,NA,,University of Idaho
Idaho,1941,4,5,NA,,University of Idaho
Idaho,1940,1,7,1,,University of Idaho
Idaho,1939,2,6,NA,,University of Idaho
Idaho,1938,6,3,1,,University of Idaho
Idaho,1937,4,3,1,,University of Idaho
Idaho,1936,3,7,NA,,University of Idaho
Idaho,1935,2,7,NA,,University of Idaho
Idaho,1934,3,5,NA,,University of Idaho
Idaho,1933,4,4,NA,,University of Idaho
Idaho,1932,3,5,NA,,University of Idaho
Idaho,1931,3,4,NA,,University of Idaho
Idaho,1930,4,7,NA,,University of Idaho
Idaho,1929,4,5,NA,,University of Idaho
Idaho,1928,3,4,1,,University of Idaho
Idaho,1927,4,1,3,,University of Idaho
Idaho,1926,3,4,1,,University of Idaho
Idaho,1925,3,5,NA,,University of Idaho
Idaho,1924,5,2,1,,University of Idaho
Idaho,1923,5,2,1,,University of Idaho
Idaho,1922,3,5,NA,,University of Idaho
Idaho,1921,4,3,1,,University of Idaho
Idaho,1920,4,2,NA,,University of Idaho
Idaho,1919,2,3,NA,,University of Idaho
Idaho,1917,2,3,NA,,University of Idaho
Idaho,1916,3,5,NA,,University of Idaho
Idaho,1915,1,4,1,,University of Idaho
Idaho,1914,2,3,1,,University of Idaho
Idaho,1913,3,3,NA,,University of Idaho
Idaho,1912,2,2,NA,,University of Idaho
Idaho,1911,4,3,NA,,University of Idaho
Idaho,1910,4,2,NA,,University of Idaho
Idaho,1909,3,4,NA,,University of Idaho
Idaho,1908,2,2,2,,University of Idaho
Idaho,1907,4,1,1,,University of Idaho
Idaho,1906,2,4,NA,,University of Idaho
Idaho,1905,5,0,NA,,University of Idaho
Idaho,1904,2,1,NA,,University of Idaho
Idaho,1903,3,1,NA,,University of Idaho
Idaho,1902,1,3,1,,University of Idaho
Idaho,1901,3,2,1,,University of Idaho
Idaho,1900,1,0,NA,,University of Idaho
Idaho,1899,0,4,NA,,University of Idaho
Idaho,1897,0,1,NA,,University of Idaho
Idaho,1895,0,1,NA,,University of Idaho
Idaho,1894,0,2,NA,,University of Idaho
Idaho,1893,0,0,1,,University of Idaho
Illinois,2023,5,7,NA,,University of Illinois Urbana-Champaign
Illinois,2022,8,5,NA,,University of Illinois Urbana-Champaign
Illinois,2021,5,7,NA,,University of Illinois Urbana-Champaign
Illinois,2020,2,6,NA,,University of Illinois Urbana-Champaign
Illinois,2019,6,7,NA,,University of Illinois Urbana-Champaign
Illinois,2018,4,8,NA,,University of Illinois Urbana-Champaign
Illinois,2017,2,10,NA,,University of Illinois Urbana-Champaign
Illinois,2016,3,9,NA,,University of Illinois Urbana-Champaign
Illinois,2015,5,7,NA,,University of Illinois Urbana-Champaign
Illinois,2014,6,7,NA,,University of Illinois Urbana-Champaign
Illinois,2013,4,8,NA,,University of Illinois Urbana-Champaign
Illinois,2012,2,10,NA,,University of Illinois Urbana-Champaign
Illinois,2011,7,6,NA,,University of Illinois Urbana-Champaign
Illinois,2010,7,6,NA,,University of Illinois Urbana-Champaign
Illinois,2009,3,9,NA,,University of Illinois Urbana-Champaign
Illinois,2008,5,7,NA,,University of Illinois Urbana-Champaign
Illinois,2007,9,4,NA,,University of Illinois Urbana-Champaign
Illinois,2006,2,10,NA,,University of Illinois Urbana-Champaign
Illinois,2005,2,9,NA,,University of Illinois Urbana-Champaign
Illinois,2004,3,8,NA,,University of Illinois Urbana-Champaign
Illinois,2003,1,11,NA,,University of Illinois Urbana-Champaign
Illinois,2002,5,7,NA,,University of Illinois Urbana-Champaign
Illinois,2001,10,2,NA,,University of Illinois Urbana-Champaign
Illinois,2000,5,6,NA,,University of Illinois Urbana-Champaign
Illinois,1999,8,4,NA,,University of Illinois Urbana-Champaign
Illinois,1998,3,8,NA,,University of Illinois Urbana-Champaign
Illinois,1997,0,11,NA,,University of Illinois Urbana-Champaign
Illinois,1996,2,9,NA,,University of Illinois Urbana-Champaign
Illinois,1995,5,5,1,,University of Illinois Urbana-Champaign
Illinois,1994,7,5,NA,,University of Illinois Urbana-Champaign
Illinois,1993,5,6,NA,,University of Illinois Urbana-Champaign
Illinois,1992,6,5,1,,University of Illinois Urbana-Champaign
Illinois,1991,6,6,NA,,University of Illinois Urbana-Champaign
Illinois,1990,8,4,NA,,University of Illinois Urbana-Champaign
Illinois,1989,10,2,NA,,University of Illinois Urbana-Champaign
Illinois,1988,6,5,1,,University of Illinois Urbana-Champaign
Illinois,1987,3,7,1,,University of Illinois Urbana-Champaign
Illinois,1986,4,7,NA,,University of Illinois Urbana-Champaign
Illinois,1985,6,5,1,,University of Illinois Urbana-Champaign
Illinois,1984,7,4,NA,,University of Illinois Urbana-Champaign
Illinois,1983,10,2,NA,,University of Illinois Urbana-Champaign
Illinois,1982,7,5,NA,,University of Illinois Urbana-Champaign
Illinois,1981,7,4,NA,,University of Illinois Urbana-Champaign
Illinois,1980,3,7,1,,University of Illinois Urbana-Champaign
Illinois,1979,2,8,1,,University of Illinois Urbana-Champaign
Illinois,1978,1,8,2,,University of Illinois Urbana-Champaign
Illinois,1977,3,8,NA,,University of Illinois Urbana-Champaign
Illinois,1976,5,6,NA,,University of Illinois Urbana-Champaign
Illinois,1975,5,6,NA,,University of Illinois Urbana-Champaign
Illinois,1974,6,4,1,,University of Illinois Urbana-Champaign
Illinois,1973,5,6,NA,,University of Illinois Urbana-Champaign
Illinois,1972,3,8,NA,,University of Illinois Urbana-Champaign
Illinois,1971,5,6,NA,,University of Illinois Urbana-Champaign
Illinois,1970,3,7,NA,,University of Illinois Urbana-Champaign
Illinois,1969,0,10,NA,,University of Illinois Urbana-Champaign
Illinois,1968,1,9,NA,,University of Illinois Urbana-Champaign
Illinois,1967,4,6,NA,,University of Illinois Urbana-Champaign
Illinois,1966,4,6,NA,,University of Illinois Urbana-Champaign
Illinois,1965,6,4,NA,,University of Illinois Urbana-Champaign
Illinois,1964,6,3,NA,,University of Illinois Urbana-Champaign
Illinois,1963,8,1,1,,University of Illinois Urbana-Champaign
Illinois,1962,2,7,NA,,University of Illinois Urbana-Champaign
Illinois,1961,0,9,NA,,University of Illinois Urbana-Champaign
Illinois,1960,5,4,NA,,University of Illinois Urbana-Champaign
Illinois,1959,5,3,1,,University of Illinois Urbana-Champaign
Illinois,1958,4,5,NA,,University of Illinois Urbana-Champaign
Illinois,1957,4,5,NA,,University of Illinois Urbana-Champaign
Illinois,1956,2,5,2,,University of Illinois Urbana-Champaign
Illinois,1955,5,3,1,,University of Illinois Urbana-Champaign
Illinois,1954,1,8,NA,,University of Illinois Urbana-Champaign
Illinois,1953,7,1,1,,University of Illinois Urbana-Champaign
Illinois,1952,4,5,NA,,University of Illinois Urbana-Champaign
Illinois,1951,9,0,1,,University of Illinois Urbana-Champaign
Illinois,1950,7,2,NA,,University of Illinois Urbana-Champaign
Illinois,1949,3,4,2,,University of Illinois Urbana-Champaign
Illinois,1948,3,6,NA,,University of Illinois Urbana-Champaign
Illinois,1947,5,3,1,,University of Illinois Urbana-Champaign
Illinois,1946,8,2,NA,,University of Illinois Urbana-Champaign
Illinois,1945,2,6,1,,University of Illinois Urbana-Champaign
Illinois,1944,5,4,1,,University of Illinois Urbana-Champaign
Illinois,1943,3,7,NA,,University of Illinois Urbana-Champaign
Illinois,1942,6,4,NA,,University of Illinois Urbana-Champaign
Illinois,1941,2,6,NA,,University of Illinois Urbana-Champaign
Illinois,1940,1,7,NA,,University of Illinois Urbana-Champaign
Illinois,1939,3,4,1,,University of Illinois Urbana-Champaign
Illinois,1938,3,5,NA,,University of Illinois Urbana-Champaign
Illinois,1937,3,3,2,,University of Illinois Urbana-Champaign
Illinois,1936,4,3,1,,University of Illinois Urbana-Champaign
Illinois,1935,3,5,NA,,University of Illinois Urbana-Champaign
Illinois,1934,7,1,NA,,University of Illinois Urbana-Champaign
Illinois,1933,5,3,NA,,University of Illinois Urbana-Champaign
Illinois,1932,5,4,NA,,University of Illinois Urbana-Champaign
Illinois,1931,2,6,NA,,University of Illinois Urbana-Champaign
Illinois,1930,3,5,NA,,University of Illinois Urbana-Champaign
Illinois,1929,6,1,1,,University of Illinois Urbana-Champaign
Illinois,1928,7,1,NA,,University of Illinois Urbana-Champaign
Illinois,1927,7,0,1,,University of Illinois Urbana-Champaign
Illinois,1926,6,2,NA,,University of Illinois Urbana-Champaign
Illinois,1925,5,3,NA,,University of Illinois Urbana-Champaign
Illinois,1924,6,1,1,,University of Illinois Urbana-Champaign
Illinois,1923,8,0,NA,,University of Illinois Urbana-Champaign
Illinois,1922,2,5,NA,,University of Illinois Urbana-Champaign
Illinois,1921,3,4,NA,,University of Illinois Urbana-Champaign
Illinois,1920,5,2,NA,,University of Illinois Urbana-Champaign
Illinois,1919,6,1,NA,,University of Illinois Urbana-Champaign
Illinois,1918,5,2,NA,,University of Illinois Urbana-Champaign
Illinois,1917,5,2,1,,University of Illinois Urbana-Champaign
Illinois,1916,3,3,1,,University of Illinois Urbana-Champaign
Illinois,1915,5,0,2,,University of Illinois Urbana-Champaign
Illinois,1914,7,0,NA,,University of Illinois Urbana-Champaign
Illinois,1913,4,2,1,,University of Illinois Urbana-Champaign
Illinois,1912,3,3,1,,University of Illinois Urbana-Champaign
Illinois,1911,4,2,1,,University of Illinois Urbana-Champaign
Illinois,1910,7,0,NA,,University of Illinois Urbana-Champaign
Illinois,1909,5,2,NA,,University of Illinois Urbana-Champaign
Illinois,1908,5,1,1,,University of Illinois Urbana-Champaign
Illinois,1907,3,2,NA,,University of Illinois Urbana-Champaign
Illinois,1906,1,3,1,,University of Illinois Urbana-Champaign
Illinois,1905,5,4,NA,,University of Illinois Urbana-Champaign
Illinois,1904,9,2,1,,University of Illinois Urbana-Champaign
